['Lock_2', 105, 'M1', -1, '0', 'newNode_56_x']
[1618, 101, '0x15382c0', '0x1538110', '0', 'set_print_163']
[1619, 101, '0x15382c8', '0x1538268', '0', 'set_print_164']
[1620, 101, '0x7f5a04001500', '0x1538110', '0', 'set_print_163']
[1621, 101, '0x7f5a04001508', '0x1538268', '0', 'set_print_164']
[1622, 101, '0x1538260', '0x1538110', '0', 'set_print_163']
[1623, 101, '0x1538268', '0x1538268', '0', 'set_print_164']
[1624, 101, '0x1538110', '0x1538110', '0', 'set_print_163']
[1625, 101, '0x1538118', '0x1538268', '0', 'set_print_164']
[1626, 101, '0x1538560', '0x1538110', '0', 'set_print_163']
[1627, 101, '0x1538568', '0x1538268', '0', 'set_print_164']
[1628, 101, '0x1538500', '0x1538110', '0', 'set_print_163']
[1629, 101, '0x1538508', '0x1538268', '0', 'set_print_164']
[1630, 101, '0x15384a0', '0x1538110', '0', 'set_print_163']
[1631, 101, '0x15384a8', '0x1538268', '0', 'set_print_164']
[1632, 101, '0x1538440', '0x1538110', '0', 'set_print_163']
[1633, 101, '0x1538448', '0x1538268', '0', 'set_print_164']
[1634, 101, '0x15383e0', '0x1538110', '0', 'set_print_163']
[1635, 101, '0x15383e8', '0x1538268', '0', 'set_print_164']
['Lock_12', 105, 'M1', -1, '0', 'set_clear_142_x']
[1636, 101, '0x1538388', '0x1538268', '0', 'set_clear_142']
['UnLock_12', 106, 'M1', -1, '0', 'set_clear_142_x']
[1637, 102, '0x1538388', '-1', '0', 'set_clear_142_x']
[1638, 101, '0x15382c8', '0x1538268', '0', 'set_clear_142']
[1639, 101, '0x7f5a04001508', '0x1538268', '0', 'set_clear_142']
[1640, 101, '0x1538268', '0x1538268', '0', 'set_clear_142']
[1641, 101, '0x1538118', '0x1538268', '0', 'set_clear_142']
[1642, 101, '0x1538568', '0x1538268', '0', 'set_clear_142']
[1643, 101, '0x1538508', '0x1538268', '0', 'set_clear_142']
[1644, 101, '0x15384a8', '0x1538268', '0', 'set_clear_142']
[1645, 101, '0x1538448', '0x1538268', '0', 'set_clear_142']
[1646, 101, '0x15383e8', '0x1538268', '0', 'set_clear_142']
[1647, 103, '0', '-1', '0', 'set_print_163_x']
[1648, 103, '0', '-1', '0', 'set_print_164_x']
